PARTIDO_CI,ID_ENTIDAD,ID_DISTRITO_FEDERAL,CANDIDATURA_PROPIETARIA,CANDIDATURA_SUPLENTE
PAN,01,001,Humberto Ambriz Delgadillo,Juan Manuel Méndez Noriega
PRI,01,001,Humberto Ambriz Delgadillo,Juan Manuel Méndez Noriega
PRD,01,001,Humberto Ambriz Delgadillo,Juan Manuel Méndez Noriega
PVEM,01,001,Francisco Arturo Federico Ávila Anaya,Kristian Andrés Vera Guerrero
PT,01,001,Francisco Arturo Federico Ávila Anaya,Kristian Andrés Vera Guerrero
MC,01,001,Ulises Reyes Esparza,Julio César Alvarado Ruíz
MORENA,01,001,Francisco Arturo Federico Ávila Anaya,Kristian Andrés Vera Guerrero
PAN-PRI-PRD,01,001,Humberto Ambriz Delgadillo,Juan Manuel Méndez Noriega
PAN-PRI,01,001,Humberto Ambriz Delgadillo,Juan Manuel Méndez Noriega
PAN-PRD,01,001,Humberto Ambriz Delgadillo,Juan Manuel Méndez Noriega
PRI-PRD,01,001,Humberto Ambriz Delgadillo,Juan Manuel Méndez Noriega
PVEM_PT_MORENA,01,001,Francisco Arturo Federico Ávila Anaya,Kristian Andrés Vera Guerrero
PVEM_PT,01,001,Francisco Arturo Federico Ávila Anaya,Kristian Andrés Vera Guerrero
PVEM_MORENA,01,001,Francisco Arturo Federico Ávila Anaya,Kristian Andrés Vera Guerrero
PT_MORENA,01,001,Francisco Arturo Federico Ávila Anaya,Kristian Andrés Vera Guerrero
PAN,01,002,Mónica Becerra Moreno,María Elena Pérez-Jaén Zermeño
PRI,01,002,Mónica Becerra Moreno,María Elena Pérez-Jaén Zermeño
PRD,01,002,Mónica Becerra Moreno,María Elena Pérez-Jaén Zermeño
PVEM,01,002,Aldo Emmanuel Ruíz Sánchez,Rosa María Bonilla Barrón
PT,01,002,Aldo Emmanuel Ruíz Sánchez,Rosa María Bonilla Barrón
MC,01,002,Anayeli Muñoz Moreno,Ilian Vanessa Ledesma Saldívar
MORENA,01,002,Aldo Emmanuel Ruíz Sánchez,Rosa María Bonilla Barrón
PAN-PRI-PRD,01,002,Mónica Becerra Moreno,María Elena Pérez-Jaén Zermeño
PAN-PRI,01,002,Mónica Becerra Moreno,María Elena Pérez-Jaén Zermeño
PAN-PRD,01,002,Mónica Becerra Moreno,María Elena Pérez-Jaén Zermeño
PRI-PRD,01,002,Mónica Becerra Moreno,María Elena Pérez-Jaén Zermeño
PVEM_PT_MORENA,01,002,Aldo Emmanuel Ruíz Sánchez,Rosa María Bonilla Barrón
PVEM_PT,01,002,Aldo Emmanuel Ruíz Sánchez,Rosa María Bonilla Barrón
PVEM_MORENA,01,002,Aldo Emmanuel Ruíz Sánchez,Rosa María Bonilla Barrón
PT_MORENA,01,002,Aldo Emmanuel Ruíz Sánchez,Rosa María Bonilla Barrón
PAN,01,003,Paulo Gonzalo Martínez López,Francisco Emmanuel Muñoz Sánchez
PRI,01,003,Adriana Morales Vázquez,Miroslava Nayeli de Loera Guillén
PRD,01,003,Sanjuana Martínez Meléndez,Verónica del Rocío Díaz Sánchez
PVEM,01,003,Leslie Mayela Figueroa Treviño,Daphne Jem Moreno May
PT,01,003,Leslie Mayela Figueroa Treviño,Daphne Jem Moreno May
MC,01,003,Luz Camila Guerra Acevedo,Melisa Estefanía Cedillo Padilla
MORENA,01,003,Leslie Mayela Figueroa Treviño,Daphne Jem Moreno May
PVEM_PT_MORENA,01,003,Leslie Mayela Figueroa Treviño,Daphne Jem Moreno May
PVEM_PT,01,003,Leslie Mayela Figueroa Treviño,Daphne Jem Moreno May
PVEM_MORENA,01,003,Leslie Mayela Figueroa Treviño,Daphne Jem Moreno May
PT_MORENA,01,003,Leslie Mayela Figueroa Treviño,Daphne Jem Moreno May
PAN,02,001,Eva María Vásquez Hernández,Celia Amaro Rosales
PRI,02,001,Eva María Vásquez Hernández,Celia Amaro Rosales
PRD,02,001,Eva María Vásquez Hernández,Celia Amaro Rosales
PVEM,02,001,César Arsenio Hernández Contreras,Arturo Javier Monge Amezcua
PT,02,001,Eva Aurelia León Ponce,Esmeralda Nieblas Rocha
MC,02,001,Alma Lorena Araujo Ramos,Lizett Jhoanna Moreno Gómez
MORENA,02,001,Alma Laura Ruíz López,Alma Alejandra García Aguilar Robles
PAN-PRI-PRD,02,001,Eva María Vásquez Hernández,Celia Amaro Rosales
PAN-PRI,02,001,Eva María Vásquez Hernández,Celia Amaro Rosales
PAN-PRD,02,001,Eva María Vásquez Hernández,Celia Amaro Rosales
PRI-PRD,02,001,Eva María Vásquez Hernández,Celia Amaro Rosales
PAN,02,002,Carlos Bonilla Osuna,Alejandra Esponda Guerrero
PRI,02,002,Carlos Bonilla Osuna,Alejandra Esponda Guerrero
PRD,02,002,Carlos Bonilla Osuna,Alejandra Esponda Guerrero
PVEM,02,002,Mayra Irene Cruz Montaño,Irma Janneth López Vázquez
PT,02,002,Rosa Icela López Cárdenas,Adriana Córdova Morales
MC,02,002,Concepción Corvera Valenzuela,Elsa Roa Leyva
MORENA,02,002,Nancy Guadalupe Sánchez Arredondo,María Sandra Víctoria Caldera
PAN-PRI-PRD,02,002,Carlos Bonilla Osuna,Alejandra Esponda Guerrero
PAN-PRI,02,002,Carlos Bonilla Osuna,Alejandra Esponda Guerrero
PAN-PRD,02,002,Carlos Bonilla Osuna,Alejandra Esponda Guerrero
PRI-PRD,02,002,Carlos Bonilla Osuna,Alejandra Esponda Guerrero
PAN,02,003,Raymundo Carrillo Huerta,Arturo Serratos Tejeda
PRI,02,003,Raymundo Carrillo Huerta,Arturo Serratos Tejeda
PRD,02,003,Raymundo Carrillo Huerta,Arturo Serratos Tejeda
PVEM,02,003,Matilde Terrazas Sauceda,Anays Naranjo Araiza
PT,02,003,Ramiro Orea Hernández,Josué Fabián Vallecillo Tapia
MC,02,003,Luis Antonio Palomino Dagdug,Antonio de Jesús Aguilar Aviña
MORENA,02,003,Claudia Lisbeth Moreno Ramírez,Cecilia García Ovalles
PAN-PRI-PRD,02,003,Raymundo Carrillo Huerta,Arturo Serratos Tejeda
PAN-PRI,02,003,Raymundo Carrillo Huerta,Arturo Serratos Tejeda
PAN-PRD,02,003,Raymundo Carrillo Huerta,Arturo Serratos Tejeda
PRI-PRD,02,003,Raymundo Carrillo Huerta,Arturo Serratos Tejeda
PAN,02,004,Erika Esmeralda Cortés Hernández,Edith López Báez
PRI,02,004,Erika Esmeralda Cortés Hernández,Edith López Báez
PRD,02,004,Erika Esmeralda Cortés Hernández,Edith López Báez
PVEM,02,004,Elsa Janet Hernández Llanos,Patricia Ramírez Ramírez
PT,02,004,Sergio Moctezuma Martínez López,Víctor Castillo Cerda
MC,02,004,Catalina Salas Bravo,Sara Gabriela Anaya Escajeda
MORENA,02,004,Socorro Irma Andazola Gómez,Adriana del Pilar Reyes García
PAN-PRI-PRD,02,004,Erika Esmeralda Cortés Hernández,Edith López Báez
PAN-PRI,02,004,Erika Esmeralda Cortés Hernández,Edith López Báez
PAN-PRD,02,004,Erika Esmeralda Cortés Hernández,Edith López Báez
PRI-PRD,02,004,Erika Esmeralda Cortés Hernández,Edith López Báez
PAN,02,005,Alfonso Duarte Mugica,María Luisa Kato Meza
PRI,02,005,Alfonso Duarte Mugica,María Luisa Kato Meza
PRD,02,005,Alfonso Duarte Mugica,María Luisa Kato Meza
PVEM,02,005,René Humberto Romándia Tamayo,Manuel Alejandro Flores Pérez
PT,02,005,José Antonio Lizárraga Castro,José Vicente Ortega Gaytán
MC,02,005,Héctor Reginaldo Riveros Moreno,Ricardo Arturo Martínez Buenrostro
MORENA,02,005,Evangelina Moreno Guerra,Karla Patricia Sánchez Rodelo
PAN-PRI-PRD,02,005,Alfonso Duarte Mugica,María Luisa Kato Meza
PAN-PRI,02,005,Alfonso Duarte Mugica,María Luisa Kato Meza
PAN-PRD,02,005,Alfonso Duarte Mugica,María Luisa Kato Meza
PRI-PRD,02,005,Alfonso Duarte Mugica,María Luisa Kato Meza
PAN,02,006,Jaime Humberto Bracamontes Monsiváis,Sergio Rafael Cebreros Castro
PRI,02,006,Jaime Humberto Bracamontes Monsiváis,Sergio Rafael Cebreros Castro
PRD,02,006,Jaime Humberto Bracamontes Monsiváis,Sergio Rafael Cebreros Castro
PVEM,02,006,Ana Erika Santana González,Brenda Rosario Ayala Arenas
PT,02,006,Héctor Hernández Ascencio,Juan Valdés Moreno
MC,02,006,Candidato por definir,Candidato por definir
MORENA,02,006,Gilberto Herrera Solórzano,Alejandra Vianney Padilla Orozco
PAN-PRI-PRD,02,006,Jaime Humberto Bracamontes Monsiváis,Sergio Rafael Cebreros Castro
PAN-PRI,02,006,Jaime Humberto Bracamontes Monsiváis,Sergio Rafael Cebreros Castro
PAN-PRD,02,006,Jaime Humberto Bracamontes Monsiváis,Sergio Rafael Cebreros Castro
PRI-PRD,02,006,Jaime Humberto Bracamontes Monsiváis,Sergio Rafael Cebreros Castro
PAN,02,007,Mildred González Arredondo,María Nélida Pelayo Ponce
PRI,02,007,Mildred González Arredondo,María Nélida Pelayo Ponce
PRD,02,007,Mildred González Arredondo,María Nélida Pelayo Ponce
PVEM,02,007,Paco Palani Rouvroy Rodríguez,José Gilberto Alejandro Castillo Gutiérrez
PT,02,007,Candidato por definir,Candidato por definir
MC,02,007,Laura Elena Ojeda Olmedo,María Jesús Trujillo Hernández
MORENA,02,007,José Armando Fernández Samaniego,Carlos Alonso Angulo Rentería
PAN-PRI-PRD,02,007,Mildred González Arredondo,María Nélida Pelayo Ponce
PAN-PRI,02,007,Mildred González Arredondo,María Nélida Pelayo Ponce
PAN-PRD,02,007,Mildred González Arredondo,María Nélida Pelayo Ponce
PRI-PRD,02,007,Mildred González Arredondo,María Nélida Pelayo Ponce
PAN,02,008,Héctor Guillermo Osuna Jaime,Guillermina Delia Ávila Suárez
PRI,02,008,Héctor Guillermo Osuna Jaime,Guillermina Delia Ávila Suárez
PRD,02,008,Héctor Guillermo Osuna Jaime,Guillermina Delia Ávila Suárez
PVEM,02,008,Fausto Gallardo García,Carlos Ramón Luque Souza
PT,02,008,Fausto Gallardo García,Carlos Ramón Luque Souza
MC,02,008,Óscar Israel Rubio Medrano,Isidro Aguado Santacruz
MORENA,02,008,Fausto Gallardo García,Carlos Ramón Luque Souza
PAN-PRI-PRD,02,008,Héctor Guillermo Osuna Jaime,Guillermina Delia Ávila Suárez
PAN-PRI,02,008,Héctor Guillermo Osuna Jaime,Guillermina Delia Ávila Suárez
PAN-PRD,02,008,Héctor Guillermo Osuna Jaime,Guillermina Delia Ávila Suárez
PRI-PRD,02,008,Héctor Guillermo Osuna Jaime,Guillermina Delia Ávila Suárez
PVEM_PT_MORENA,02,008,Fausto Gallardo García,Carlos Ramón Luque Souza
PVEM_PT,02,008,Fausto Gallardo García,Carlos Ramón Luque Souza
PVEM_MORENA,02,008,Fausto Gallardo García,Carlos Ramón Luque Souza
PT_MORENA,02,008,Fausto Gallardo García,Carlos Ramón Luque Souza
PAN,02,009,Raúl Antonio Ortiz Elías,Diana Lizeth Aguayo Acosta
PRI,02,009,Raúl Antonio Ortiz Elías,Diana Lizeth Aguayo Acosta
PRD,02,009,Raúl Antonio Ortiz Elías,Diana Lizeth Aguayo Acosta
PVEM,02,009,Claudia González Elizondo,Herlinda Pimentel Serafín
PT,02,009,María de la Asunción Gutiérrez Olivar,Irlanda Portugal Flores
MC,02,009,Leslie Arias Sesma,Alma Delia Chávez Figueroa
MORENA,02,009,Candidato por definir,Candidato por definir
PAN-PRI-PRD,02,009,Raúl Antonio Ortiz Elías,Diana Lizeth Aguayo Acosta
PAN-PRI,02,009,Raúl Antonio Ortiz Elías,Diana Lizeth Aguayo Acosta
PAN-PRD,02,009,Raúl Antonio Ortiz Elías,Diana Lizeth Aguayo Acosta
PRI-PRD,02,009,Raúl Antonio Ortiz Elías,Diana Lizeth Aguayo Acosta
PAN,03,001,Armando Martínez Vega,Santiago Arturo Pelayo Bermúdez
PRI,03,001,Armando Martínez Vega,Santiago Arturo Pelayo Bermúdez
PRD,03,001,Armando Martínez Vega,Santiago Arturo Pelayo Bermúdez
PVEM,03,001,Manuel Alejandro Cota Cárdenas,Juan Carlos González Bareño
PT,03,001,Manuel Alejandro Cota Cárdenas,Juan Carlos González Bareño
MC,03,001,Gabriel Andrade Leyva,Daniel Jared Barriguete Ramírez
MORENA,03,001,Manuel Alejandro Cota Cárdenas,Juan Carlos González Bareño
PAN-PRI-PRD,03,001,Armando Martínez Vega,Santiago Arturo Pelayo Bermúdez
PAN-PRI,03,001,Armando Martínez Vega,Santiago Arturo Pelayo Bermúdez
PAN-PRD,03,001,Armando Martínez Vega,Santiago Arturo Pelayo Bermúdez
PRI-PRD,03,001,Armando Martínez Vega,Santiago Arturo Pelayo Bermúdez
PVEM_PT_MORENA,03,001,Manuel Alejandro Cota Cárdenas,Juan Carlos González Bareño
PVEM_PT,03,001,Manuel Alejandro Cota Cárdenas,Juan Carlos González Bareño
PVEM_MORENA,03,001,Manuel Alejandro Cota Cárdenas,Juan Carlos González Bareño
PT_MORENA,03,001,Manuel Alejandro Cota Cárdenas,Juan Carlos González Bareño
PAN,03,002,Margarita Amalia Salcido Cota,Julia María Rodríguez Ramos
PRI,03,002,Margarita Amalia Salcido Cota,Julia María Rodríguez Ramos
PRD,03,002,Margarita Amalia Salcido Cota,Julia María Rodríguez Ramos
PVEM,03,002,Luis Armando Díaz,María Verónica Olvera Guevara
PT,03,002,Luis Armando Díaz,María Verónica Olvera Guevara
MC,03,002,Jesús Armida Castro Guzmán,Berenice Yáñez Valenzuela
MORENA,03,002,Luis Armando Díaz,María Verónica Olvera Guevara
PAN-PRI-PRD,03,002,Margarita Amalia Salcido Cota,Julia María Rodríguez Ramos
PAN-PRI,03,002,Margarita Amalia Salcido Cota,Julia María Rodríguez Ramos
PAN-PRD,03,002,Margarita Amalia Salcido Cota,Julia María Rodríguez Ramos
PRI-PRD,03,002,Margarita Amalia Salcido Cota,Julia María Rodríguez Ramos
PVEM_PT_MORENA,03,002,Luis Armando Díaz,María Verónica Olvera Guevara
PVEM_PT,03,002,Luis Armando Díaz,María Verónica Olvera Guevara
PVEM_MORENA,03,002,Luis Armando Díaz,María Verónica Olvera Guevara
PT_MORENA,03,002,Luis Armando Díaz,María Verónica Olvera Guevara
PAN,04,001,Miguel Ángel Sulub Caamal,Romalda Isabel Can Collí
PRI,04,001,Miguel Ángel Sulub Caamal,Romalda Isabel Can Collí
PRD,04,001,Miguel Ángel Sulub Caamal,Romalda Isabel Can Collí
PVEM,04,001,Elda Esther del Carmen Castillo Quintana,Karina Guadalupe Graña Sandoval
PT,04,001,Elda Esther del Carmen Castillo Quintana,Karina Guadalupe Graña Sandoval
MC,04,001,Christian Iván Cervera Ganzo,Mario Gilberto Morales Sánchez
MORENA,04,001,Elda Esther del Carmen Castillo Quintana,Karina Guadalupe Graña Sandoval
PAN-PRI-PRD,04,001,Miguel Ángel Sulub Caamal,Romalda Isabel Can Collí
PAN-PRI,04,001,Miguel Ángel Sulub Caamal,Romalda Isabel Can Collí
PAN-PRD,04,001,Miguel Ángel Sulub Caamal,Romalda Isabel Can Collí
PRI-PRD,04,001,Miguel Ángel Sulub Caamal,Romalda Isabel Can Collí
PVEM_PT_MORENA,04,001,Elda Esther del Carmen Castillo Quintana,Karina Guadalupe Graña Sandoval
PVEM_PT,04,001,Elda Esther del Carmen Castillo Quintana,Karina Guadalupe Graña Sandoval
PVEM_MORENA,04,001,Elda Esther del Carmen Castillo Quintana,Karina Guadalupe Graña Sandoval
PT_MORENA,04,001,Elda Esther del Carmen Castillo Quintana,Karina Guadalupe Graña Sandoval
PAN,04,002,Cecilia Margarita Sánchez García,Sally Karina Mac Naught Sánchez
PRI,04,002,Cecilia Margarita Sánchez García,Sally Karina Mac Naught Sánchez
PRD,04,002,Cecilia Margarita Sánchez García,Sally Karina Mac Naught Sánchez
PVEM,04,002,Gabriela del Carmen Basto González,María Jesús Estela Díaz Montes de Oca
PT,04,002,Gabriela del Carmen Basto González,María Jesús Estela Díaz Montes de Oca
MC,04,002,Francisco Javier Farías Bailón,Leónardo Fonz Loeza
MORENA,04,002,Gabriela del Carmen Basto González,María Jesús Estela Díaz Montes de Oca
PAN-PRI-PRD,04,002,Cecilia Margarita Sánchez García,Sally Karina Mac Naught Sánchez
PAN-PRI,04,002,Cecilia Margarita Sánchez García,Sally Karina Mac Naught Sánchez
PAN-PRD,04,002,Cecilia Margarita Sánchez García,Sally Karina Mac Naught Sánchez
PRI-PRD,04,002,Cecilia Margarita Sánchez García,Sally Karina Mac Naught Sánchez
PVEM_PT_MORENA,04,002,Gabriela del Carmen Basto González,María Jesús Estela Díaz Montes de Oca
PVEM_PT,04,002,Gabriela del Carmen Basto González,María Jesús Estela Díaz Montes de Oca
PVEM_MORENA,04,002,Gabriela del Carmen Basto González,María Jesús Estela Díaz Montes de Oca
PT_MORENA,04,002,Gabriela del Carmen Basto González,María Jesús Estela Díaz Montes de Oca
PAN,05,001,Sonia Villarreal Pérez,Marisela Cárdenas Loera
PRI,05,001,Sonia Villarreal Pérez,Marisela Cárdenas Loera
PRD,05,001,Sonia Villarreal Pérez,Marisela Cárdenas Loera
PVEM,05,001,Brígido Ramiro Moreno Hernández,Lorenzo Menera Sierra
PT,05,001,Brígido Ramiro Moreno Hernández,Lorenzo Menera Sierra
MC,05,001,Eunice Anaí García Moreira,Estrella Pierette Orta Medrano
MORENA,05,001,Brígido Ramiro Moreno Hernández,Lorenzo Menera Sierra
PAN-PRI-PRD,05,001,Sonia Villarreal Pérez,Marisela Cárdenas Loera
PAN-PRI,05,001,Sonia Villarreal Pérez,Marisela Cárdenas Loera
PAN-PRD,05,001,Sonia Villarreal Pérez,Marisela Cárdenas Loera
PRI-PRD,05,001,Sonia Villarreal Pérez,Marisela Cárdenas Loera
PVEM_PT_MORENA,05,001,Brígido Ramiro Moreno Hernández,Lorenzo Menera Sierra
PVEM_PT,05,001,Brígido Ramiro Moreno Hernández,Lorenzo Menera Sierra
PVEM_MORENA,05,001,Brígido Ramiro Moreno Hernández,Lorenzo Menera Sierra
PT_MORENA,05,001,Brígido Ramiro Moreno Hernández,Lorenzo Menera Sierra
PAN,05,002,Alma Patricia Cardona Ortiz,Gandhi Flores Marmolejo
PRI,05,002,Alma Patricia Cardona Ortiz,Gandhi Flores Marmolejo
PRD,05,002,Alma Patricia Cardona Ortiz,Gandhi Flores Marmolejo
PVEM,05,002,Francisco Javier Borrego Adame,Silverio Alejandro Hernández Machado
PT,05,002,Francisco Javier Borrego Adame,Silverio Alejandro Hernández Machado
MC,05,002,Humberto Guerrero Huerta,Ely Juan Ramón Silva Rodríguez
MORENA,05,002,Francisco Javier Borrego Adame,Silverio Alejandro Hernández Machado
PAN-PRI-PRD,05,002,Alma Patricia Cardona Ortiz,Gandhi Flores Marmolejo
PAN-PRI,05,002,Alma Patricia Cardona Ortiz,Gandhi Flores Marmolejo
PAN-PRD,05,002,Alma Patricia Cardona Ortiz,Gandhi Flores Marmolejo
PRI-PRD,05,002,Alma Patricia Cardona Ortiz,Gandhi Flores Marmolejo
PVEM_PT_MORENA,05,002,Francisco Javier Borrego Adame,Silverio Alejandro Hernández Machado
PVEM_PT,05,002,Francisco Javier Borrego Adame,Silverio Alejandro Hernández Machado
PVEM_MORENA,05,002,Francisco Javier Borrego Adame,Silverio Alejandro Hernández Machado
PT_MORENA,05,002,Francisco Javier Borrego Adame,Silverio Alejandro Hernández Machado
PAN,05,003,Theodoros Kalionchiz de la Fuente,Arnulfo Ignacio Guajardo Flores
PRI,05,003,Theodoros Kalionchiz de la Fuente,Arnulfo Ignacio Guajardo Flores
PRD,05,003,Theodoros Kalionchiz de la Fuente,Arnulfo Ignacio Guajardo Flores
PVEM,05,003,Laura Elena Oyervides Arredondo,Erika Marisol Venegas Guerrero
PT,05,003,Laura Elena Oyervides Arredondo,Erika Marisol Venegas Guerrero
MC,05,003,Eugenio Williamson Yribarren,Luis Ricardo Zamudio Valdés
MORENA,05,003,Laura Elena Oyervides Arredondo,Erika Marisol Venegas Guerrero
PAN-PRI-PRD,05,003,Theodoros Kalionchiz de la Fuente,Arnulfo Ignacio Guajardo Flores
PAN-PRI,05,003,Theodoros Kalionchiz de la Fuente,Arnulfo Ignacio Guajardo Flores
PAN-PRD,05,003,Theodoros Kalionchiz de la Fuente,Arnulfo Ignacio Guajardo Flores
PRI-PRD,05,003,Theodoros Kalionchiz de la Fuente,Arnulfo Ignacio Guajardo Flores
PVEM_PT_MORENA,05,003,Laura Elena Oyervides Arredondo,Erika Marisol Venegas Guerrero
PVEM_PT,05,003,Laura Elena Oyervides Arredondo,Erika Marisol Venegas Guerrero
PVEM_MORENA,05,003,Laura Elena Oyervides Arredondo,Erika Marisol Venegas Guerrero
PT_MORENA,05,003,Laura Elena Oyervides Arredondo,Erika Marisol Venegas Guerrero
PAN,05,004,Yerico Abramo Masso,Edgar Levit Palomeque Romero
PRI,05,004,Yerico Abramo Masso,Edgar Levit Palomeque Romero
PRD,05,004,Yerico Abramo Masso,Edgar Levit Palomeque Romero
PVEM,05,004,Joséfina Flores Jiménez,Leticia Morales Martínez
PT,05,004,Joséfina Flores Jiménez,Leticia Morales Martínez
MC,05,004,José Salvador Gallegos Mata,Rodolfo Gutiérrez González
MORENA,05,004,Joséfina Flores Jiménez,Leticia Morales Martínez
PAN-PRI-PRD,05,004,Yerico Abramo Masso,Edgar Levit Palomeque Romero
PAN-PRI,05,004,Yerico Abramo Masso,Edgar Levit Palomeque Romero
PAN-PRD,05,004,Yerico Abramo Masso,Edgar Levit Palomeque Romero
PRI-PRD,05,004,Yerico Abramo Masso,Edgar Levit Palomeque Romero
PVEM_PT_MORENA,05,004,Joséfina Flores Jiménez,Leticia Morales Martínez
PVEM_PT,05,004,Joséfina Flores Jiménez,Leticia Morales Martínez
PVEM_MORENA,05,004,Joséfina Flores Jiménez,Leticia Morales Martínez
PT_MORENA,05,004,Joséfina Flores Jiménez,Leticia Morales Martínez
PAN,05,005,José Guillermo Anaya Llamas,Roberto Carlos López García
PRI,05,005,José Guillermo Anaya Llamas,Roberto Carlos López García
PRD,05,005,José Guillermo Anaya Llamas,Roberto Carlos López García
PVEM,05,005,José Refugio Sandoval Rodríguez,Juan Jaime Pica de Santiago
PT,05,005,José Refugio Sandoval Rodríguez,Juan Jaime Pica de Santiago
MC,05,005,Juan José Domínguez Martínez,José Felipe Rangel González
MORENA,05,005,José Refugio Sandoval Rodríguez,Juan Jaime Pica de Santiago
PAN-PRI-PRD,05,005,José Guillermo Anaya Llamas,Roberto Carlos López García
PAN-PRI,05,005,José Guillermo Anaya Llamas,Roberto Carlos López García
PAN-PRD,05,005,José Guillermo Anaya Llamas,Roberto Carlos López García
PRI-PRD,05,005,José Guillermo Anaya Llamas,Roberto Carlos López García
PVEM_PT_MORENA,05,005,José Refugio Sandoval Rodríguez,Juan Jaime Pica de Santiago
PVEM_PT,05,005,José Refugio Sandoval Rodríguez,Juan Jaime Pica de Santiago
PVEM_MORENA,05,005,José Refugio Sandoval Rodríguez,Juan Jaime Pica de Santiago
PT_MORENA,05,005,José Refugio Sandoval Rodríguez,Juan Jaime Pica de Santiago
PAN,05,006,Héctor Hugo Dávila Prado,Héctor Iván Estrada Baca
PRI,05,006,Héctor Hugo Dávila Prado,Héctor Iván Estrada Baca
PRD,05,006,Héctor Hugo Dávila Prado,Héctor Iván Estrada Baca
PVEM,05,006,Cintia Cuévas Sánchez,Patricia Isaura Contreras González
PT,05,006,Cintia Cuévas Sánchez,Patricia Isaura Contreras González
MC,05,006,Irma Nancy García González,Erika Guadalupe Rodríguez Bonilla
MORENA,05,006,Cintia Cuévas Sánchez,Patricia Isaura Contreras González
PAN-PRI-PRD,05,006,Héctor Hugo Dávila Prado,Héctor Iván Estrada Baca
PAN-PRI,05,006,Héctor Hugo Dávila Prado,Héctor Iván Estrada Baca
PAN-PRD,05,006,Héctor Hugo Dávila Prado,Héctor Iván Estrada Baca
PRI-PRD,05,006,Héctor Hugo Dávila Prado,Héctor Iván Estrada Baca
PVEM_PT_MORENA,05,006,Cintia Cuévas Sánchez,Patricia Isaura Contreras González
PVEM_PT,05,006,Cintia Cuévas Sánchez,Patricia Isaura Contreras González
PVEM_MORENA,05,006,Cintia Cuévas Sánchez,Patricia Isaura Contreras González
PT_MORENA,05,006,Cintia Cuévas Sánchez,Patricia Isaura Contreras González
PAN,05,007,Jaime Bueno Zertuche,César Ernesto Siller Torres
PRI,05,007,Jaime Bueno Zertuche,César Ernesto Siller Torres
PRD,05,007,Jaime Bueno Zertuche,César Ernesto Siller Torres
PVEM,05,007,Antonio Lorenzo Castro Villarreal,Alaide Estefanía Yáñez Aguilar
PT,05,007,Antonio Lorenzo Castro Villarreal,Alaide Estefanía Yáñez Aguilar
MC,05,007,Aida Guadalupe García Badillo,Paola Cristina Gutiérrez Hernández
MORENA,05,007,Antonio Lorenzo Castro Villarreal,Alaide Estefanía Yáñez Aguilar
PAN-PRI-PRD,05,007,Jaime Bueno Zertuche,César Ernesto Siller Torres
PAN-PRI,05,007,Jaime Bueno Zertuche,César Ernesto Siller Torres
PAN-PRD,05,007,Jaime Bueno Zertuche,César Ernesto Siller Torres
PRI-PRD,05,007,Jaime Bueno Zertuche,César Ernesto Siller Torres
PVEM_PT_MORENA,05,007,Antonio Lorenzo Castro Villarreal,Alaide Estefanía Yáñez Aguilar
PVEM_PT,05,007,Antonio Lorenzo Castro Villarreal,Alaide Estefanía Yáñez Aguilar
PVEM_MORENA,05,007,Antonio Lorenzo Castro Villarreal,Alaide Estefanía Yáñez Aguilar
PT_MORENA,05,007,Antonio Lorenzo Castro Villarreal,Alaide Estefanía Yáñez Aguilar
PAN,05,008,Raúl Xavier González Valdés,Graciela Fernández Almaraz
PRI,05,008,Raúl Xavier González Valdés,Graciela Fernández Almaraz
PRD,05,008,Raúl Xavier González Valdés,Graciela Fernández Almaraz
PVEM,05,008,Hilda Magdalena Licerio Valdés,Diana Patricia Mendoza Tamez
PT,05,008,Hilda Magdalena Licerio Valdés,Diana Patricia Mendoza Tamez
MC,05,008,Estefanía Meza Valdés,Julia Elizabeth Banda García
MORENA,05,008,Hilda Magdalena Licerio Valdés,Diana Patricia Mendoza Tamez
PAN-PRI-PRD,05,008,Raúl Xavier González Valdés,Graciela Fernández Almaraz
PAN-PRI,05,008,Raúl Xavier González Valdés,Graciela Fernández Almaraz
PAN-PRD,05,008,Raúl Xavier González Valdés,Graciela Fernández Almaraz
PRI-PRD,05,008,Raúl Xavier González Valdés,Graciela Fernández Almaraz
PVEM_PT_MORENA,05,008,Hilda Magdalena Licerio Valdés,Diana Patricia Mendoza Tamez
PVEM_PT,05,008,Hilda Magdalena Licerio Valdés,Diana Patricia Mendoza Tamez
PVEM_MORENA,05,008,Hilda Magdalena Licerio Valdés,Diana Patricia Mendoza Tamez
PT_MORENA,05,008,Hilda Magdalena Licerio Valdés,Diana Patricia Mendoza Tamez
PAN,06,001,Crispín Guerra Cárdenas,Óscar Manuel Gutiérrez Valencia
PRI,06,001,Crispín Guerra Cárdenas,Óscar Manuel Gutiérrez Valencia
PRD,06,001,Crispín Guerra Cárdenas,Óscar Manuel Gutiérrez Valencia
PVEM,06,001,Leóncio Alfonso Morán Sánchez,Alan Fabricio Soto García
PT,06,001,Leóncio Alfonso Morán Sánchez,Alan Fabricio Soto García
MC,06,001,Romelia Elena Serrano,Mariana de Jesús Canales Montejo
MORENA,06,001,Leóncio Alfonso Morán Sánchez,Alan Fabricio Soto García
PAN-PRI-PRD,06,001,Crispín Guerra Cárdenas,Óscar Manuel Gutiérrez Valencia
PAN-PRI,06,001,Crispín Guerra Cárdenas,Óscar Manuel Gutiérrez Valencia
